Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon
"Jakarta-soekarno, Indonesia - Newark, United States Of America",EWR,CGK,1.3,103.98,-6.13,106.66
"Frankfurt, Germany - Geneva, Switzerland",GVA,FRA,46.2,6.11,50.05,8.56
"Frankfurt, Germany - New York, United States Of America",FRA,JFK,51.5,-0.45,40.64,-73.79
"Birmingham, United Kingdom - Manila, Philippines",MNL,BHX,25.3,55.35,52.45,-1.73
"Las Vegas, United States Of America - London, United Kingdom",LHR,LAS,51.5,-0.45,32.02,-87.96
"Newark, United States Of America - Orlando-intl, United States Of America",EWR,MCO,40.7,-74.18,28.44,-81.31
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45
"Madras, India - Singapore, Singapore",MAA,SIN,13.1,80.23,1.34,103.98
"Madrid, Spain - New York, United States Of America",MAD,JFK,40.5,-3.58,40.64,-73.79
"Frankfurt, Germany - Madrid, Spain",FRA,MAD,50.1,8.56,40.46,-3.58
"Hong Kong, Hong Kong - Johannesburg, South Africa",HKG,JNB,22.3,113.94,-26.13,28.23
"Beijing, China - Tokyo, Japan",NRT,PEK,35.8,140.39,40.07,116.58
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23
"Amsterdam, Netherlands - Hong Kong, Hong Kong",AMS,HKG,52.3,4.75,22.32,113.94
"Brisbane, Australia - Toronto, Canada",YYZ,BNE,34.1,-118.24,-27.4,153.11
"Seoul, Republic Of Korea - Zurich, Switzerland",ZRH,ICN,47.5,8.57,37.45,126.66
"Bentonville, United States Of America - New York, United States Of America",LGA,XNA,40.8,-73.88,36.28,-94.3
"Chicago, United States Of America - Kansas City, United States Of America",MCI,ORD,39.3,-94.72,41.6,-98.93
"Johannesburg, South Africa - Philadelphia, United States Of America",PHL,JNB,40.6,-73.79,-26.13,28.23
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11
"Los Angeles, United States Of America - Philadelphia, United States Of America",PHL,LAX,45.1,-89.01,34.05,-118.24
"Toronto, Canada - Winnipeg, Canada",YYZ,YWG,43.7,-79.61,49.9,-97.23
"New York, United States Of America - Toronto, Canada",YYZ,JFK,43.7,-79.61,40.64,-73.79
"London, United Kingdom - Taipei, Taiwan",TPE,LHR,22.3,113.94,51.47,-0.45
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58
"Denver, United States Of America - Philadelphia, United States Of America",PHL,DEN,45.1,-89.01,39.77,-104.86
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79
"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45
"Boston, United States Of America - San Francisco, United States Of America",BOS,SFO,42.2,-71,37.61,-122.39
"Hong Kong, Hong Kong - Zurich, Switzerland",HKG,ZRH,22.3,113.94,47.45,8.57
"Newark, United States Of America - Pittsburgh, United States Of America",EWR,PIT,40.7,-74.18,48.72,-94.74
"Melbourne, Australia - New York, United States Of America",MEL,JFK,22.3,113.94,40.64,-73.79
"Singapore, Singapore - Zurich, Switzerland",ZRH,SIN,47.5,8.57,1.34,103.98
"Bologna, Italy - London, United Kingdom",LGW,BLQ,51.2,-0.16,44.5,11.35
"Lisbon, Portugal - Milan, Italy",MIL,LIS,37.7,15.12,38.77,-9.13
"Beijing, China - Seoul, Republic Of Korea",PEK,ICN,40.1,116.58,37.45,126.66
"Aspen, United States Of America - Houston, United States Of America",ASE,IAH,39.2,-106.86,29.98,-95.34
"Durban, South Africa - Lanseria, South Africa",HLA,DUR,-25.9,27.92,-29.96,30.95
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02
"Frankfurt, Germany - Rio De Janeiro, Brazil",FRA,GIG,50.1,8.56,-22.81,-43.24
"Johannesburg, South Africa - London, United Kingdom",JNB,LHR,-26.1,28.23,51.47,-0.45
"Bombay, India - Brussels, Belgium",BOM,BRU,19.1,72.86,50.89,4.48
"Brussels, Belgium - New York, United States Of America",BRU,JFK,50.9,4.48,40.64,-73.79
"Athens, Greece - Frankfurt, Germany",ATH,FRA,37.9,23.72,50.05,8.56
"Sao Paulo, Brazil - Toronto, Canada",YYZ,GRU,43.7,-79.61,-23.42,-46.48
"Gaborone, Botswana - Nairobi, Kenya",GBE,NBO,-26.1,28.23,-1.28,36.81
"New York, United States Of America - Nice, France",NCE,JFK,43.7,7.21,40.64,-73.79
"Abu Dhabi, United Arab Emirates - Doha, Qatar",DOH,AUH,25.3,51.56,24.42,54.64
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71
"Dubai, United Arab Emirates - New York, United States Of America",DXB,JFK,25.3,55.35,40.64,-73.79
"Geneva, Switzerland - Seoul, Republic Of Korea",ICN,GVA,50.1,8.56,46.23,6.11
"Beijing, China - Seoul, Republic Of Korea",PEK,ICN,40.1,116.58,37.45,126.66
"Frankfurt, Germany - Jakarta-soekarno, Indonesia",CGK,FRA,1.3,103.98,50.05,8.56
"Francistown, Botswana - Gaborone, Botswana",GBE,FRW,-24.6,25.93,-21.16,27.48
"Paris, France - Singapore, Singapore",CDG,SIN,49,2.54,1.34,103.98
"Geneva, Switzerland - Jeddah, Saudi Arabia",JED,GVA,50.1,8.56,46.23,6.11
"Frankfurt, Germany - Madrid, Spain",FRA,MAD,50.1,8.56,40.46,-3.58
"London, United Kingdom - Madras, India",MAA,LHR,25.3,55.35,51.47,-0.45
"Melbourne, Australia - Tokyo, Japan",NRT,MEL,-33.9,151.23,-37.67,144.85
"Geneva, Switzerland - Tokyo, Japan",NRT,GVA,47.5,8.57,46.23,6.11
"London, United Kingdom - Zurich, Switzerland",LCY,ZRH,51.5,0.05,47.45,8.57
"Paris, France - Sao Paulo, Brazil",GRU,CDG,-23.4,-46.48,49.01,2.54
"Boston, United States Of America - Houston, United States Of America",IAH,BOS,30,-95.34,42.21,-71
"San Francisco, United States Of America - Singapore, Singapore",SIN,SFO,1.3,103.98,37.61,-122.39
"Hangzhou, China - Hong Kong, Hong Kong",HKG,HGH,22.3,113.94,30.33,120.23
"Birmingham, United Kingdom - Dublin, Republic Of Ireland",DUB,BHX,53.3,-6.25,52.45,-1.73
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55
"Casablanca-mohamed V., Morocco - Dubai, United Arab Emirates",CMN,DXB,33.4,-7.58,25.25,55.35
"Chicago, United States Of America - Denver, United States Of America",ORD,DEN,41.6,-98.93,39.77,-104.86
"Dallas, United States Of America - Los Angeles, United States Of America",DFW,LAX,32.9,-97.04,34.05,-118.24
"Birmingham, United Kingdom - Delhi, India",BHX,DEL,25.3,55.35,28.66,77.26
"Hong Kong, Hong Kong - Newark, United States Of America",HKG,EWR,22.3,113.94,40.69,-74.18
"New York, United States Of America - Singapore, Singapore",SIN,JFK,1.3,103.98,40.64,-73.79
"Los Angeles, United States Of America - New York, United States Of America",LAX,JFK,34.1,-118.24,40.64,-73.79
"Bogota, Colombia - Mexico City, Mexico",BOG,MEX,4.7,-74.14,19.43,-99.16
"Atlanta, United States Of America - Chicago, United States Of America",ORD,ATL,41.6,-98.93,42.94,-83.53
"Hong Kong, Hong Kong - Los Angeles, United States Of America",LAX,HKG,34.1,-118.24,22.32,113.94
"Los Angeles, United States Of America - Sydney, Australia",LAX,SYD,34.1,-118.24,-33.92,151.23
"London, United Kingdom - Tbilisi, Georgia",LHR,TBS,41,28.99,41.67,44.96
"Bangalore, India - New York, United States Of America",BLR,JFK,25.3,51.56,40.64,-73.79
"London, United Kingdom - Riyadh, Saudi Arabia",LHR,RUH,51.5,-0.45,24.94,46.71
"Dublin, Republic Of Ireland - Lisbon, Portugal",LIS,DUB,38.8,-9.13,53.34,-6.25
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45
"Dusseldorf, Germany - London, United Kingdom",LHR,DUS,51.5,-0.45,51.28,6.78
"Manila, Philippines - Singapore, Singapore",SIN,MNL,1.3,103.98,14.51,121.02
"Bogota, Colombia - London, United Kingdom",BOG,LHR,40.5,-3.58,51.47,-0.45
"Paris, France - San Francisco, United States Of America",CDG,SFO,49,2.54,37.61,-122.39
"Boston, United States Of America - Toronto, Canada",YYZ,BOS,43.7,-79.61,42.21,-71
"Brasilia, Brazil - Sao Paulo, Brazil",BSB,CGH,-15.9,-47.91,-23.63,-46.66
"Delhi, India - Poona, India",PNQ,DEL,18.6,73.91,28.66,77.26
"Geneva, Switzerland - Paris, France",CDG,GVA,49,2.54,46.23,6.11
"Madrid, Spain - Sao Paulo, Brazil",GRU,MAD,-23.4,-46.48,40.46,-3.58
"San Francisco, United States Of America - Singapore, Singapore",SIN,SFO,1.3,103.98,37.61,-122.39
"Beijing, China - Singapore, Singapore",SIN,PEK,1.3,103.98,40.07,116.58
"Hong Kong, Hong Kong - Kuala Lumpur, Malaysia",HKG,KUL,22.3,113.94,2.76,101.71
"Belfast-city, United Kingdom - London, United Kingdom",BHD,LGW,54.6,-5.87,51.16,-0.16
"Burbank, United States Of America - Oakland, United States Of America",OAK,BUR,40.2,-97.9,34.2,-118.35
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45
"Atlanta, United States Of America - San Francisco, United States Of America",SFO,ATL,37.6,-122.39,42.94,-83.53
"Johannesburg, South Africa - Paris, France",CDG,JNB,49,2.54,-26.13,28.23
"Chicago, United States Of America - Miami, United States Of America",MIA,ORD,33.4,-110.87,41.6,-98.93
"Portland, United States Of America - San Francisco, United States Of America",PDX,SFO,45.6,-122.59,37.61,-122.39
"Geneva, Switzerland - Lisbon, Portugal",LIS,GVA,38.8,-9.13,46.23,6.11
"Entebbe/kampala, Uganda - Nairobi, Kenya",EBB,NBO,0,32.44,-1.28,36.81
"Las Vegas, United States Of America - Los Angeles, United States Of America",LAX,LAS,34.1,-118.24,32.02,-87.96
"Delhi, India - Hong Kong, Hong Kong",HKG,DEL,22.3,113.94,28.66,77.26
"London, United Kingdom - Turin, Italy",TRN,LGW,45.1,7.7,51.16,-0.16
"London, United Kingdom - Stuttgart, Germany",STR,LHR,54.4,13.52,51.47,-0.45
"Dubai, United Arab Emirates - Zurich, Switzerland",DXB,ZRH,25.3,55.35,47.45,8.57
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98
"Frankfurt, Germany - Hamburg, Germany",HAM,FRA,53.6,10.01,50.05,8.56
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86
"Columbus, United States Of America - Newark, United States Of America",CMH,EWR,40,-82.89,40.69,-74.18
"Bangalore, India - Bombay, India",BOM,BLR,19.1,72.86,12.8,77.65
"Los Angeles, United States Of America - San Francisco, United States Of America",SFO,LAX,37.6,-122.39,34.05,-118.24
"Frankfurt, Germany - Geneva, Switzerland",FRA,GVA,50.1,8.56,46.23,6.11
"London, United Kingdom - Luxembourg, Luxembourg",LHR,LUX,51.5,-0.45,49.63,6.21
"Edinburgh, United Kingdom - London, United Kingdom",LCY,EDI,51.5,0.05,55.96,-3.34
"Seoul, Republic Of Korea - Taipei, Taiwan",TPE,ICN,25.1,121.24,37.45,126.66
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94
"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57
"Bahrain, Bahrain - Dubai, United Arab Emirates",DXB,BAH,25.3,55.35,26.27,50.63
"Houston, United States Of America - San Francisco, United States Of America",IAH,SFO,30,-95.34,37.61,-122.39
"Chicago, United States Of America - San Francisco, United States Of America",ORD,SFO,41.6,-98.93,37.61,-122.39
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79
"Mexico City, Mexico - Monterrey, Mexico",MTY,MEX,25.8,-100.32,19.43,-99.16
"Denver, United States Of America - London, United Kingdom",LHR,DEN,51.5,-0.45,39.77,-104.86
"Newark, United States Of America - Oklahoma City, United States Of America",OKC,EWR,37.3,-107.75,40.69,-74.18
"New York, United States Of America - San Juan, Puerto Rico",JFK,SJU,40.6,-73.79,18.44,-66.01
"Beijing, China - Tokyo, Japan",PEK,HND,40.1,116.58,35.55,139.75
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75
"London, United Kingdom - Tokyo, Japan",LHR,HND,51.5,-0.45,35.55,139.75
"Karachi, Pakistan - Lahore, Pakistan",KHI,LHE,24.9,67.15,31.52,74.39
"Delhi, India - Dubai, United Arab Emirates",DXB,DEL,25.3,55.35,28.66,77.26
"Dubai, United Arab Emirates - Kuwait, Kuwait",DXB,KWI,25.3,55.35,29.25,47.97
"Singapore, Singapore - Washington Dc, United States Of America",IAD,SIN,48.3,11.77,1.34,103.98
"Houston, United States Of America - Los Angeles, United States Of America",IAH,LAX,30,-95.34,34.05,-118.24
"Bahrain, Bahrain - Dubai, United Arab Emirates",DXB,BAH,25.3,55.35,26.27,50.63
"Boston, United States Of America - Toronto, Canada",BOS,YYZ,42.2,-71,43.68,-79.61
"Boston, United States Of America - Los Angeles, United States Of America",LAX,BOS,34.1,-118.24,42.21,-71
"Phoenix, United States Of America - Toronto, Canada",PHX,YYZ,34.1,-118.24,43.68,-79.61
"Dubai, United Arab Emirates - Glasgow, United Kingdom",GLA,DXB,55.9,-4.43,25.25,55.35
"Munich, Germany - Tokyo, Japan",MUC,NRT,48.3,11.77,35.75,140.39
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23
"Larnaca, Cyprus - London, United Kingdom",LCA,LHR,34.9,33.63,51.47,-0.45
"Cape Town, South Africa - Johannesburg, South Africa",JNB,CPT,-26.1,28.23,-33.97,18.59
"Abu Dhabi, United Arab Emirates - London, United Kingdom",AUH,LHR,24.4,54.64,51.47,-0.45
"Birmingham, United Kingdom - Isle Of Man, United Kingdom",IOM,BHX,54.1,-4.63,52.45,-1.73
"Minneapolis, United States Of America - San Francisco, United States Of America",SFO,MSP,39.8,-104.86,44.88,-93.2
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98
"Munich, Germany - Paris, France",CDG,MUC,49,2.54,48.34,11.77
"Lisbon, Portugal - Milan, Italy",LIS,MXP,38.8,-9.13,45.47,9.18
"New York, United States Of America - Shanghai, China",PVG,JFK,31.1,121.8,40.64,-73.79
"Louisville, United States Of America - New York, United States Of America",LGA,SDF,40.8,-73.88,38.18,-85.72
"Frankfurt, Germany - Luxembourg, Luxembourg",FRA,LUX,50.1,8.56,49.63,6.21
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98
"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94
"Mexico City, Mexico - Toronto, Canada",YYZ,MEX,43.7,-79.61,19.43,-99.16
"Newark, United States Of America - Stuttgart, Germany",EWR,STR,40.7,-74.18,54.42,13.52
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86
"Atlanta, United States Of America - White Plains, United States Of America",ATL,HPN,42.9,-83.53,41.07,-73.7
"Kalgoorlie, Australia - Perth, Australia",PER,KGI,-31.9,115.97,-30.78,121.45
"Johannesburg, South Africa - Mahe Island, Seychelles Islands",JNB,SEZ,-1.3,36.81,-4.68,55.52
"New York, United States Of America - San Francisco, United States Of America",JFK,SFO,40.6,-73.79,37.61,-122.39
"Paris, France - Shanghai, China",PVG,CDG,31.1,121.8,49.01,2.54
"Jeddah, Saudi Arabia - London, United Kingdom",LHR,JED,51.5,-0.45,21.67,39.15
"Islamabad/rawalpindi, Pakistan - Karachi, Pakistan",ISB,KHI,33.6,73.1,24.9,67.15
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34
"Atlanta, United States Of America - Boston, United States Of America",ATL,BOS,42.9,-83.53,42.21,-71
"Hong Kong, Hong Kong - Shanghai, China",HKG,PVG,22.3,113.94,31.12,121.8
"Sydney, Australia - Tokyo, Japan",SYD,NRT,-33.9,151.23,35.75,140.39
"Dubai, United Arab Emirates - Nairobi, Kenya",DXB,NBO,25.3,55.35,-1.28,36.81
"Amsterdam, Netherlands - London, United Kingdom",AMS,LGW,52.3,4.75,51.16,-0.16
"Dar Es Salaam, United Rep. Of Tanzania - Nairobi, Kenya",DAR,NBO,-6.9,39.2,-1.28,36.81
"Edinburgh, United Kingdom - London, United Kingdom",EDI,LHR,56,-3.34,51.47,-0.45
"Gaborone, Botswana - Maun, Botswana",MUB,GBE,-20,23.43,-24.56,25.93
"Delhi, India - Singapore, Singapore",DEL,SIN,28.7,77.26,1.34,103.98
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45
"Paris, France - Sao Paulo, Brazil",GRU,CDG,-23.4,-46.48,49.01,2.54
"New York, United States Of America - Rome, Italy",JFK,FCO,40.6,-73.79,41.9,12.5
"Geneva, Switzerland - Paris, France",GVA,CDG,46.2,6.11,49.01,2.54
"Brisbane, Australia - London, United Kingdom",LHR,BNE,1.3,103.98,-27.4,153.11
"Moscow, Russia - New York, United States Of America",JFK,SVO,40.6,-73.79,55.96,37.42
"Frankfurt, Germany - Prague, Czech Republic",FRA,PRG,50.1,8.56,50.08,14.43
"Baltimore, United States Of America - London, United Kingdom",BWI,LHR,39.2,-76.67,51.47,-0.45
"Atlanta, United States Of America - Sao Paulo, Brazil",GRU,ATL,-23.4,-46.48,42.94,-83.53
"Boston, United States Of America - Paris, France",CDG,BOS,49,2.54,42.21,-71
"Dublin, Republic Of Ireland - New York, United States Of America",JFK,DUB,40.6,-73.79,53.34,-6.25
"Atlanta, United States Of America - Los Angeles, United States Of America",ATL,LAX,42.9,-83.53,34.05,-118.24
"London, United Kingdom - Seattle, United States Of America",SEA,LHR,50.1,8.56,51.47,-0.45
"Ithaca, United States Of America - Newark, United States Of America",ITH,EWR,40,-75.36,40.69,-74.18
"London, United Kingdom - Manchester, United Kingdom",MAN,LGW,53.4,0.1,51.16,-0.16
"Amman, Jordan - London, United Kingdom",LHR,AMM,51.5,-0.45,31.95,35.94
"Houston, United States Of America - Sao Paulo, Brazil",GRU,IAH,-23.4,-46.48,29.98,-95.34
"Milan, Italy - Newark, United States Of America",MXP,EWR,45.5,9.18,40.69,-74.18
"Dubai, United Arab Emirates - Gaborone, Botswana",DXB,GBE,-26.1,28.23,-24.56,25.93
"Lisbon, Portugal - London, United Kingdom",LIS,LHR,38.8,-9.13,51.47,-0.45
"Miami, United States Of America - Montevideo, Uruguay",MIA,MVD,33.4,-110.87,-34.83,-56.03
"Oslo, Norway - Stockholm, Sweden",OSL,ARN,59.9,10.75,60.74,15.85
"Geneva, Switzerland - New York, United States Of America",GVA,JFK,46.2,6.11,40.64,-73.79
"Barcelona, Spain - London, United Kingdom",LHR,BCN,51.5,-0.45,41.3,2.08
"New York, United States Of America - Stockholm, Sweden",JFK,ARN,40.6,-73.79,60.74,15.85
"Ft. Lauderdale, United States Of America - New York, United States Of America",JFK,FLL,40.6,-73.79,26.07,-80.13
"Lisbon, Portugal - Singapore, Singapore",LIS,SIN,50.1,8.56,1.34,103.98
"Berlin, Germany - Cologne, Germany",TXL,CGN,52.6,13.29,50.88,7.11
"Birmingham, United Kingdom - Newark, United States Of America",EWR,BHX,40.7,-74.18,52.45,-1.73
"Antigua, Antigua And Barbuda - London, United Kingdom",ANU,LGW,17.1,-61.79,51.16,-0.16
"Frankfurt, Germany - Luxembourg, Luxembourg",FRA,LUX,50.1,8.56,49.63,6.21
"Madrid, Spain - Tenerife - Canary Islands, Spain",TCI,MAD,35.7,-6.92,40.46,-3.58
"Auckland-intl, New Zealand - Hong Kong, Hong Kong",HKG,AKL,22.3,113.94,-37,174.79
"Geneva, Switzerland - Rio De Janeiro, Brazil",GIG,GVA,51.5,-0.45,46.23,6.11
"Dubai, United Arab Emirates - Prague, Czech Republic",PRG,DXB,50.1,14.43,25.25,55.35
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1
"Las Vegas, United States Of America - Los Angeles, United States Of America",LAX,LAS,34.1,-118.24,32.02,-87.96
"Memphis, United States Of America - Newark, United States Of America",MEM,EWR,33.1,-88.31,40.69,-74.18
"London, United Kingdom - Tampa, United States Of America",TPA,LGW,28,-82.54,51.16,-0.16
"Belfast-city, United Kingdom - London, United Kingdom",BHD,LHR,54.6,-5.87,51.47,-0.45
"Calgary, Canada - Vancouver, Canada",YYC,YVR,51.1,-114.01,49.19,-123.17
"Bombay, India - Tokyo, Japan",NRT,BOM,35.8,140.39,19.09,72.86
"Los Angeles, United States Of America - Seattle, United States Of America",SEA,LAX,39.9,-75.59,34.05,-118.24
"Milan, Italy - Paris, France",CDG,LIN,49,2.54,45.47,9.18
"New York, United States Of America - Pittsburgh, United States Of America",PIT,JFK,48.7,-94.74,40.64,-73.79
"Paris, France - Zurich, Switzerland",ZRH,CDG,47.5,8.57,49.01,2.54
"Brussels, Belgium - Tokyo, Japan",NRT,BRU,50.1,8.56,50.89,4.48
"Geneva, Switzerland - Moscow, Russia",GVA,SVO,46.2,6.11,55.96,37.42
"Los Angeles, United States Of America - San Francisco, United States Of America",LAX,SFO,34.1,-118.24,37.61,-122.39
"Chicago, United States Of America - St. Louis, United States Of America",STL,ORD,38.7,-90.36,41.6,-98.93
"Bermuda, Bermuda - New York, United States Of America",JFK,BDA,40.6,-73.79,32.37,-64.69
"Edmonton, Canada - Newark, United States Of America",YEG,EWR,44.9,-93.2,40.69,-74.18
"Abu Dhabi, United Arab Emirates - Johannesburg, South Africa",AUH,JNB,24.4,54.64,-26.13,28.23
"Asturias, Spain - Madrid, Spain",OVD,MAD,43.6,-6.03,40.46,-3.58
"Boston, United States Of America - Miami, United States Of America",BOS,MIA,42.2,-71,33.4,-110.87
"Dubai, United Arab Emirates - Karachi, Pakistan",KHI,DXB,24.9,67.15,25.25,55.35
"Hyderabad, India - London, United Kingdom",HYD,LHR,17.5,78.46,51.47,-0.45
"Liverpool, United Kingdom - Madrid, Spain",LPL,MAD,53.3,-2.85,40.46,-3.58
"Dubai, United Arab Emirates - Tokyo, Japan",DXB,NRT,25.3,55.35,35.75,140.39
"Geneva, Switzerland - New York, United States Of America",JFK,GVA,51.5,-0.45,46.23,6.11
"Amman, Jordan - Beirut, Lebanon",BEY,AMM,33.8,35.49,31.95,35.94
"Cape Town, South Africa - Dubai, United Arab Emirates",DXB,CPT,25.3,55.35,-33.97,18.59
"Copenhagen, Denmark - Paris, France",CDG,CPH,49,2.54,55.63,12.64
