Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"Accra, Ghana - London, United Kingdom",LHR,ACC,51.5,-0.45,5.6,-0.17,5105.35
"Cairo, Egypt - Nairobi, Kenya",CAI,NBO,30.1,31.25,-1.28,36.81,3539.77
"Dubai, United Arab Emirates - Madrid, Spain",MAD,DXB,40.5,-3.58,25.25,55.35,5650.76
"Austin, United States Of America - Houston, United States Of America",AUS,IAH,30.2,-97.67,29.98,-95.34,225.56
"Newark, United States Of America - Paris, France",CDG,EWR,49,2.54,40.69,-74.18,5859.00
"Accra, Ghana - Nairobi, Kenya",ACC,NBO,5.6,-0.17,-1.28,36.81,4178.29
"Dar Es Salaam, United Rep. Of Tanzania - Nairobi, Kenya",NBO,DAR,-1.3,36.81,-6.88,39.2,674.87
"Ft. Lauderdale, United States Of America - Newark, United States Of America",FLL,EWR,26.1,-80.13,40.69,-74.18,1713.14
"Delhi, India - Dubai, United Arab Emirates",DXB,DEL,25.3,55.35,28.66,77.26,2200.40
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77,908.63
"Houston, United States Of America - Tulsa, United States Of America",TUL,IAH,34.2,-89.36,29.98,-95.34,733.12
"Dubai, United Arab Emirates - Muscat, Oman",DXB,MCT,25.3,55.35,23.59,58.29,353.24
"London, United Kingdom - Paris, France",LHR,ORY,51.5,-0.45,48.73,2.37,367.87
"Des Moines, United States Of America - New York, United States Of America",LGA,DSM,33.1,-88.31,41.53,-93.65,1049.35
"Frankfurt, Germany - Seoul, Republic Of Korea",ICN,FRA,37.5,126.66,50.05,8.56,8552.76
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,747.12
"Manchester, United Kingdom - Singapore, Singapore",SIN,MAN,1.3,103.98,53.37,0.1,10808.31
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45,5493.81
"Detroit, United States Of America - White Plains, United States Of America",HPN,DTW,41.1,-73.7,37.26,-107.75,2947.62
"Accra, Ghana - Nairobi, Kenya",ACC,NBO,5.6,-0.17,-1.28,36.81,4178.29
"Basel-Mulhouse-Freiburg, Switzerland - London, United Kingdom",LHR,BSL,51.5,-0.45,47.55,7.59,727.31
"Melbourne, Australia - Sydney, Australia",SYD,MEL,-33.9,151.23,-37.67,144.85,711.89
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,747.12
"London, United Kingdom - San Francisco, United States Of America",LHR,SFO,51.5,-0.45,37.61,-122.39,8618.18
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,3923.51
"Mombasa, Kenya - Nairobi, Kenya",NBO,MBA,-1.3,36.81,-4,39.72,441.25
"Johannesburg, South Africa - Maputo, Mozambique",JNB,MPM,-26.1,28.23,-25.92,32.57,434.27
"Melbourne, Australia - Singapore, Singapore",MEL,SIN,-37.7,144.85,1.34,103.98,6037.12
"Edmonton, Canada - Toronto, Canada",YYZ,YEG,43.7,-79.61,53.31,-113.58,2689.75
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1,956.64
"London, United Kingdom - Prague, Czech Republic",LHR,PRG,51.5,-0.45,50.08,14.43,1056.22
"Dubai, United Arab Emirates - Los Angeles, United States Of America",DXB,LAX,25.3,55.35,34.05,-118.24,13384.82
"Los Angeles, United States Of America - San Francisco, United States Of America",LAX,SFO,34.1,-118.24,37.61,-122.39,540.60
"Dallas, United States Of America - Philadelphia, United States Of America",PHL,DFW,45.1,-89.01,32.87,-97.04,1525.33
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,300.06
"Madras, India - Singapore, Singapore",MAA,SIN,13.1,80.23,1.34,103.98,2924.37
"Gibraltar, Gibraltar - London, United Kingdom",GIB,LGW,36.1,-5.35,51.16,-0.16,1725.29
"Los Angeles, United States Of America - Newark, United States Of America",EWR,LAX,40.7,-74.18,34.05,-118.24,3922.09
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,347.40
"Atlanta, United States Of America - Charlottesville, United States Of America",CHO,ATL,37.2,-88.81,42.94,-83.53,780.38
"Johannesburg, South Africa - Las Vegas, United States Of America",LAS,JNB,42.9,-83.53,-26.13,28.23,13673.00
"London, United Kingdom - Perth, Australia",LHR,PER,1.3,103.98,-31.94,115.97,3907.10
"Boston, United States Of America - Toronto Island, Canada",BOS,YTZ,42.2,-71,43.63,-79.4,702.15
"San Francisco, United States Of America - Tel Aviv-yafo, Israel",SFO,TLV,40.7,-74.18,32.01,34.89,9143.43
"Milan, Italy - Paris, France",LIN,CDG,45.5,9.18,49.01,2.54,634.97
"Monte Carlo, Monaco - Nice, France",NCE,MCM,43.7,7.21,43.73,7.42,17.21
"London, United Kingdom - Milan, Italy",LIN,LGW,45.5,9.18,51.16,-0.16,933.22
"Newark, United States Of America - Omaha, United States Of America",EWR,OMA,40.7,-74.18,31.73,-90.15,1741.72
"Frankfurt, Germany - Milan, Italy",FRA,LIN,50.1,8.56,45.47,9.18,517.05
"San Francisco, United States Of America - Tokyo, Japan",SFO,NRT,37.6,-122.39,35.75,140.39,8230.56
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,347.40
"Detroit, United States Of America - London, United Kingdom",LHR,DTW,51.5,-0.45,37.26,-107.75,7890.92
"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23,6418.69
"Seoul, Republic Of Korea - Singapore, Singapore",ICN,SIN,37.5,126.66,1.34,103.98,4643.85
"Houston, United States Of America - Oklahoma City, United States Of America",OKC,IAH,35.4,-97.6,29.98,-95.34,638.83
"Beijing, China - London, United Kingdom",PEK,LHR,40.1,116.58,51.47,-0.45,8153.00
"Halifax, Canada - Toronto, Canada",YYZ,YHZ,43.7,-79.61,44.89,-63.52,1285.62
"Atlanta, United States Of America - Charlottesville, United States Of America",CHO,ATL,35.2,-80.95,42.94,-83.53,889.12
"Edinburgh, United Kingdom - London, United Kingdom",LGW,EDI,51.2,-0.16,55.96,-3.34,569.41
"Ho Chi Minh, Viet Nam - Singapore, Singapore",SIN,SGN,1.3,103.98,10.82,106.66,1099.49
"Honolulu - Oahu, United States Of America - Tokyo, Japan",HNL,NRT,21.3,-157.92,35.75,140.39,6138.86
"Honolulu - Oahu, United States Of America - Kona - Hawaii, United States Of America",KOA,HNL,19.7,-156.04,21.34,-157.92,267.62
"Madrid, Spain - Mexico City, Mexico",MEX,MAD,19.4,-99.16,40.46,-3.58,9078.12
"Minneapolis, United States Of America - Philadelphia, United States Of America",MSP,PHL,44.9,-93.2,45.05,-89.01,330.07
"Chicago, United States Of America - Washington Dc, United States Of America",DCA,ORD,38.9,-77.04,41.6,-98.93,1877.15
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86,3925.39
"Chicago, United States Of America - New York, United States Of America",ORD,LGA,41.6,-98.93,40.77,-73.88,2091.54
"Hong Kong, Hong Kong - Las Vegas, United States Of America",HKG,LAS,34.1,-118.24,32.02,-87.96,2821.85
"London, United Kingdom - Madras, India",MAA,LHR,13.1,80.23,51.47,-0.45,8231.25
"Brisbane, Australia - Sydney, Australia",SYD,BNE,-33.9,151.23,-27.4,153.11,744.97
"Kona - Hawaii, United States Of America - Los Angeles, United States Of America",LAX,KOA,34.1,-118.24,19.73,-156.04,4045.88
"Calgary, Canada - London, United Kingdom",LHR,YYC,51.5,-0.45,51.13,-114.01,7013.16
"San Francisco, United States Of America - Tokyo, Japan",HND,SFO,35.6,139.75,37.61,-122.39,8286.78
"Glasgow, United Kingdom - London, United Kingdom",GLA,LTN,55.9,-4.43,51.88,-0.37,520.13
"Abu Dhabi, United Arab Emirates - Casablanca-mohamed V., Morocco",CMN,AUH,33.4,-7.58,24.42,54.64,6052.65
"Amsterdam, Netherlands - Newark, United States Of America",EWR,AMS,40.7,-74.18,52.31,4.75,5869.35
"Boston, United States Of America - Sao Paulo, Brazil",GRU,BOS,40.6,-73.79,42.21,-71,293.64
"Frankfurt, Germany - Milan, Italy",FRA,LIN,50.1,8.56,45.47,9.18,517.05
"Hong Kong, Hong Kong - Osaka, Japan",HKG,KIX,22.3,113.94,34.43,135.24,2474.71
"London, United Kingdom - Portland, United States Of America",LHR,PDX,39.9,-75.59,45.59,-122.59,3834.76
"Barcelona, Spain - San Francisco, United States Of America",BCN,SFO,50.1,8.56,37.61,-122.39,9146.44
"Amsterdam, Netherlands - Singapore, Singapore",SIN,AMS,1.3,103.98,52.31,4.75,10521.29
"Geneva, Switzerland - Nice, France",NCE,GVA,43.7,7.21,46.23,6.11,294.41
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71,286.58
"Geneva, Switzerland - Riyadh, Saudi Arabia",GVA,RUH,50.1,8.56,24.94,46.71,4299.82
"Dublin, Republic Of Ireland - London, United Kingdom",LHR,DUB,51.5,-0.45,53.34,-6.25,443.30
"Johannesburg, South Africa - Upington, South Africa",UTN,JNB,-28.4,21.26,-26.13,28.23,733.75
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,747.12
"Birmingham, United Kingdom - Bombay, India",BHX,BOM,25.3,55.35,19.09,72.86,1928.84
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,300.06
"San Diego, United States Of America - San Francisco, United States Of America",SAN,SFO,32.7,-102.18,37.61,-122.39,1912.89
"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DXB,DAR,25.3,55.35,-6.88,39.2,3983.05
"Kiev-borispol, Ukraine - New York, United States Of America",JFK,KBP,40.6,-73.79,50.43,30.55,7513.49
"Gaborone, Botswana - Nairobi, Kenya",GBE,NBO,-24.6,25.93,-1.28,36.81,2845.39
"Johannesburg, South Africa - Pietersburg, South Africa",JNB,PTG,-26.1,28.23,-23.86,29.45,277.85
"Frankfurt, Germany - Newark, United States Of America",EWR,FRA,40.7,-74.18,50.05,8.56,6211.52
"Hong Kong, Hong Kong - Melbourne, Australia",MEL,HKG,-37.7,144.85,22.32,113.94,7417.42
"Amsterdam, Netherlands - Hong Kong, Hong Kong",HKG,AMS,22.3,113.94,52.31,4.75,9280.10
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,2900.16
"Frankfurt, Germany - London, United Kingdom",FRA,LCY,50.1,8.56,51.5,0.05,617.77
"Houston, United States Of America - Washington Dc, United States Of America",DCA,IAH,38.9,-77.04,29.98,-95.34,1944.43
"Sydney, Australia - Tokyo, Japan",SYD,NRT,-33.9,151.23,35.75,140.39,7828.42
"Boston, United States Of America - Chicago, United States Of America",BOS,ORD,42.2,-71,41.6,-98.93,2302.84
"Houston, United States Of America - Sydney, Australia",IAH,SYD,34.1,-118.24,-33.92,151.23,12080.87
"Biarrita, France - Paris, France",BIQ,ORY,43.5,-1.53,48.73,2.37,654.62
"Geneva, Switzerland - Paris, France",GVA,CDG,46.2,6.11,49.01,2.54,411.44
"Dusseldorf, Germany - New York, United States Of America",JFK,DUS,51.5,-0.45,51.28,6.78,502.20
"Los Angeles, United States Of America - Toronto, Canada",YYZ,LAX,43.7,-79.61,34.05,-118.24,3477.41
"Chongqing, China - Hong Kong, Hong Kong",HKG,CKG,22.3,113.94,29.58,106.5,1099.09
"Accra, Ghana - Dubai, United Arab Emirates",DXB,ACC,25.3,55.35,5.6,-0.17,6290.85
"Lisbon, Portugal - Newark, United States Of America",LIS,EWR,38.8,-9.13,40.69,-74.18,5435.41
"Hong Kong, Hong Kong - Los Angeles, United States Of America",LAX,HKG,34.1,-118.24,22.32,113.94,11665.38
"Moscow, Russia - Paris, France",CDG,SVO,49,2.54,55.96,37.42,2455.94
"Newark, United States Of America - West Palm Beach, United States Of America",EWR,PBI,40.7,-74.18,26.69,-80.09,1650.39
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23,7836.10
"Bombay, India - Johannesburg, South Africa",JNB,BOM,-26.1,28.23,19.09,72.86,6963.77
"Shanghai, China - Singapore, Singapore",PVG,SIN,31.1,121.8,1.34,103.98,3804.38
"New York, United States Of America - Sao Paulo, Brazil",GRU,JFK,-23.4,-46.48,40.64,-73.79,7662.65
"New York, United States Of America - Turin, Italy",TRN,JFK,49,2.54,40.64,-73.79,5835.88
"Jakarta-soekarno, Indonesia - Newark, United States Of America",EWR,CGK,1.3,103.98,-6.13,106.66,878.37
"Frankfurt, Germany - Geneva, Switzerland",GVA,FRA,46.2,6.11,50.05,8.56,465.19
"Frankfurt, Germany - New York, United States Of America",FRA,JFK,51.5,-0.45,40.64,-73.79,5541.70
"Birmingham, United Kingdom - Manila, Philippines",MNL,BHX,25.3,55.35,52.45,-1.73,5598.83
"Las Vegas, United States Of America - London, United Kingdom",LHR,LAS,51.5,-0.45,32.02,-87.96,7121.95
"Newark, United States Of America - Orlando-intl, United States Of America",EWR,MCO,40.7,-74.18,28.44,-81.31,1510.56
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45,8869.61
"Madras, India - Singapore, Singapore",MAA,SIN,13.1,80.23,1.34,103.98,2924.37
"Madrid, Spain - New York, United States Of America",MAD,JFK,40.5,-3.58,40.64,-73.79,5762.01
"Frankfurt, Germany - Madrid, Spain",FRA,MAD,50.1,8.56,40.46,-3.58,1428.99
"Hong Kong, Hong Kong - Johannesburg, South Africa",HKG,JNB,22.3,113.94,-26.13,28.23,10680.61
"Beijing, China - Tokyo, Japan",NRT,PEK,35.8,140.39,40.07,116.58,2135.12
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,747.12
"Amsterdam, Netherlands - Hong Kong, Hong Kong",AMS,HKG,52.3,4.75,22.32,113.94,9278.82
"Brisbane, Australia - Toronto, Canada",YYZ,BNE,34.1,-118.24,-27.4,153.11,11559.41
"Seoul, Republic Of Korea - Zurich, Switzerland",ZRH,ICN,47.5,8.57,37.45,126.66,8754.62
"Bentonville, United States Of America - New York, United States Of America",LGA,XNA,40.8,-73.88,36.28,-94.3,1841.44
"Chicago, United States Of America - Kansas City, United States Of America",MCI,ORD,39.3,-94.72,41.6,-98.93,438.57
"Johannesburg, South Africa - Philadelphia, United States Of America",PHL,JNB,40.6,-73.79,-26.13,28.23,12832.92
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,756.99
"Los Angeles, United States Of America - Philadelphia, United States Of America",PHL,LAX,45.1,-89.01,34.05,-118.24,2770.36
"Toronto, Canada - Winnipeg, Canada",YYZ,YWG,43.7,-79.61,49.9,-97.23,1503.36
"New York, United States Of America - Toronto, Canada",YYZ,JFK,43.7,-79.61,40.64,-73.79,588.00
"London, United Kingdom - Taipei, Taiwan",TPE,LHR,22.3,113.94,51.47,-0.45,9635.13
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.79
"Denver, United States Of America - Philadelphia, United States Of America",PHL,DEN,45.1,-89.01,39.77,-104.86,1426.59
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79,4154.00
"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45,6834.98
"Boston, United States Of America - San Francisco, United States Of America",BOS,SFO,42.2,-71,37.61,-122.39,4347.95
"Hong Kong, Hong Kong - Zurich, Switzerland",HKG,ZRH,22.3,113.94,47.45,8.57,9284.15
"Newark, United States Of America - Pittsburgh, United States Of America",EWR,PIT,40.7,-74.18,48.72,-94.74,1845.50
"Melbourne, Australia - New York, United States Of America",MEL,JFK,22.3,113.94,40.64,-73.79,12974.57
"Singapore, Singapore - Zurich, Switzerland",ZRH,SIN,47.5,8.57,1.34,103.98,10306.40
"Bologna, Italy - London, United Kingdom",LGW,BLQ,51.2,-0.16,44.5,11.35,1134.96
"Lisbon, Portugal - Milan, Italy",MIL,LIS,37.7,15.12,38.77,-9.13,2115.77
"Beijing, China - Seoul, Republic Of Korea",PEK,ICN,40.1,116.58,37.45,126.66,921.79
"Aspen, United States Of America - Houston, United States Of America",ASE,IAH,39.2,-106.86,29.98,-95.34,1468.77
"Durban, South Africa - Lanseria, South Africa",HLA,DUR,-25.9,27.92,-29.96,30.95,540.84
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,1143.60
"Frankfurt, Germany - Rio De Janeiro, Brazil",FRA,GIG,50.1,8.56,-22.81,-43.24,9575.12
"Johannesburg, South Africa - London, United Kingdom",JNB,LHR,-26.1,28.23,51.47,-0.45,9072.63
"Bombay, India - Brussels, Belgium",BOM,BRU,19.1,72.86,50.89,4.48,6866.72
"Brussels, Belgium - New York, United States Of America",BRU,JFK,50.9,4.48,40.64,-73.79,5887.65
"Athens, Greece - Frankfurt, Germany",ATH,FRA,37.9,23.72,50.05,8.56,1809.31
"Sao Paulo, Brazil - Toronto, Canada",YYZ,GRU,43.7,-79.61,-23.42,-46.48,8195.47
"Gaborone, Botswana - Nairobi, Kenya",GBE,NBO,-26.1,28.23,-1.28,36.81,2909.44
"New York, United States Of America - Nice, France",NCE,JFK,43.7,7.21,40.64,-73.79,6406.88
"Abu Dhabi, United Arab Emirates - Doha, Qatar",DOH,AUH,25.3,51.56,24.42,54.64,325.87
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,2568.21
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71,286.58
"Dubai, United Arab Emirates - New York, United States Of America",DXB,JFK,25.3,55.35,40.64,-73.79,11000.19
"Geneva, Switzerland - Seoul, Republic Of Korea",ICN,GVA,50.1,8.56,46.23,6.11,467.18
"Beijing, China - Seoul, Republic Of Korea",PEK,ICN,40.1,116.58,37.45,126.66,921.79
"Frankfurt, Germany - Jakarta-soekarno, Indonesia",CGK,FRA,1.3,103.98,50.05,8.56,10286.04
"Francistown, Botswana - Gaborone, Botswana",GBE,FRW,-24.6,25.93,-21.16,27.48,414.26
"Paris, France - Singapore, Singapore",CDG,SIN,49,2.54,1.34,103.98,10728.43
"Geneva, Switzerland - Jeddah, Saudi Arabia",JED,GVA,50.1,8.56,46.23,6.11,467.18
"Frankfurt, Germany - Madrid, Spain",FRA,MAD,50.1,8.56,40.46,-3.58,1428.99
"London, United Kingdom - Madras, India",MAA,LHR,25.3,55.35,51.47,-0.45,5493.81
"Melbourne, Australia - Tokyo, Japan",NRT,MEL,-33.9,151.23,-37.67,144.85,711.89
"Geneva, Switzerland - Tokyo, Japan",NRT,GVA,47.5,8.57,46.23,6.11,234.40
"London, United Kingdom - Zurich, Switzerland",LCY,ZRH,51.5,0.05,47.45,8.57,762.15
"Paris, France - Sao Paulo, Brazil",GRU,CDG,-23.4,-46.48,49.01,2.54,9404.04
"Boston, United States Of America - Houston, United States Of America",IAH,BOS,30,-95.34,42.21,-71,2560.50
"San Francisco, United States Of America - Singapore, Singapore",SIN,SFO,1.3,103.98,37.61,-122.39,13589.91
"Hangzhou, China - Hong Kong, Hong Kong",HKG,HGH,22.3,113.94,30.33,120.23,1090.77
"Birmingham, United Kingdom - Dublin, Republic Of Ireland",DUB,BHX,53.3,-6.25,52.45,-1.73,317.76
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55,2158.52
"Casablanca-mohamed V., Morocco - Dubai, United Arab Emirates",CMN,DXB,33.4,-7.58,25.25,55.35,6079.53
"Chicago, United States Of America - Denver, United States Of America",ORD,DEN,41.6,-98.93,39.77,-104.86,539.84
"Dallas, United States Of America - Los Angeles, United States Of America",DFW,LAX,32.9,-97.04,34.05,-118.24,1967.51
"Birmingham, United Kingdom - Delhi, India",BHX,DEL,25.3,55.35,28.66,77.26,2200.40
"Hong Kong, Hong Kong - Newark, United States Of America",HKG,EWR,22.3,113.94,40.69,-74.18,12964.38
"New York, United States Of America - Singapore, Singapore",SIN,JFK,1.3,103.98,40.64,-73.79,15350.42
"Los Angeles, United States Of America - New York, United States Of America",LAX,JFK,34.1,-118.24,40.64,-73.79,3953.10
"Bogota, Colombia - Mexico City, Mexico",BOG,MEX,4.7,-74.14,19.43,-99.16,3168.35
"Atlanta, United States Of America - Chicago, United States Of America",ORD,ATL,41.6,-98.93,42.94,-83.53,1274.42
"Hong Kong, Hong Kong - Los Angeles, United States Of America",LAX,HKG,34.1,-118.24,22.32,113.94,11665.38
"Los Angeles, United States Of America - Sydney, Australia",LAX,SYD,34.1,-118.24,-33.92,151.23,12080.87
"London, United Kingdom - Tbilisi, Georgia",LHR,TBS,41,28.99,41.67,44.96,1333.91
"Bangalore, India - New York, United States Of America",BLR,JFK,25.3,51.56,40.64,-73.79,10767.82
"London, United Kingdom - Riyadh, Saudi Arabia",LHR,RUH,51.5,-0.45,24.94,46.71,4944.47
"Dublin, Republic Of Ireland - Lisbon, Portugal",LIS,DUB,38.8,-9.13,53.34,-6.25,1632.08
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,10889.04
"Dusseldorf, Germany - London, United Kingdom",LHR,DUS,51.5,-0.45,51.28,6.78,502.20
"Manila, Philippines - Singapore, Singapore",SIN,MNL,1.3,103.98,14.51,121.02,2380.33
"Bogota, Colombia - London, United Kingdom",BOG,LHR,40.5,-3.58,51.47,-0.45,1243.59
"Paris, France - San Francisco, United States Of America",CDG,SFO,49,2.54,37.61,-122.39,8966.89
"Boston, United States Of America - Toronto, Canada",YYZ,BOS,43.7,-79.61,42.21,-71,719.86
"Brasilia, Brazil - Sao Paulo, Brazil",BSB,CGH,-15.9,-47.91,-23.63,-46.66,869.66
"Delhi, India - Poona, India",PNQ,DEL,18.6,73.91,28.66,77.26,1169.65
"Geneva, Switzerland - Paris, France",CDG,GVA,49,2.54,46.23,6.11,408.04
"Madrid, Spain - Sao Paulo, Brazil",GRU,MAD,-23.4,-46.48,40.46,-3.58,8375.02
"San Francisco, United States Of America - Singapore, Singapore",SIN,SFO,1.3,103.98,37.61,-122.39,13589.91
"Beijing, China - Singapore, Singapore",SIN,PEK,1.3,103.98,40.07,116.58,4496.47
"Hong Kong, Hong Kong - Kuala Lumpur, Malaysia",HKG,KUL,22.3,113.94,2.76,101.71,2542.99
"Belfast-city, United Kingdom - London, United Kingdom",BHD,LGW,54.6,-5.87,51.16,-0.16,541.24
"Burbank, United States Of America - Oakland, United States Of America",OAK,BUR,40.2,-97.9,34.2,-118.35,1925.32
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45,5493.81
"Atlanta, United States Of America - San Francisco, United States Of America",SFO,ATL,37.6,-122.39,42.94,-83.53,3320.60
"Johannesburg, South Africa - Paris, France",CDG,JNB,49,2.54,-26.13,28.23,8737.52
"Chicago, United States Of America - Miami, United States Of America",MIA,ORD,33.4,-110.87,41.6,-98.93,1391.11
"Portland, United States Of America - San Francisco, United States Of America",PDX,SFO,45.6,-122.59,37.61,-122.39,888.85
"Geneva, Switzerland - Lisbon, Portugal",LIS,GVA,38.8,-9.13,46.23,6.11,1494.04
"Entebbe/kampala, Uganda - Nairobi, Kenya",EBB,NBO,0,32.44,-1.28,36.81,506.44
